,Year,Week,station_id,TempMax_C,TempMin_C,Rain_mm,Average_snow_deepth_10years,SnowAvgDepth_cm_roll3
492,2018,11,72161,1.7142857142857142,-2.6000000000000005,28.4,,
499,2018,12,72161,5.371428571428572,-1.042857142857143,1.7999999999999998,,
506,2018,13,72161,6.3999999999999995,0.04285714285714293,70.6,,
513,2018,14,72161,11.028571428571428,2.557142857142857,0.0,,
520,2018,15,72161,9.4,5.7,0.0,,
527,2019,1,72161,6.828571428571428,3.142857142857143,64.8,,
534,2019,2,72161,4.385714285714285,-1.7714285714285711,2.4,,
541,2019,3,72161,7.642857142857143,0.7285714285714285,0.0,,
548,2019,4,72161,7.057142857142857,0.014285714285714235,26.6,,
555,2019,5,72161,2.642857142857143,-0.0285714285714286,91.80000000000001,,
562,2019,6,72161,2.685714285714286,-2.042857142857143,27.4,,
569,2019,7,72161,6.028571428571429,0.2285714285714285,9.4,,
576,2019,8,72161,6.285714285714286,0.2857142857142857,9.2,,
583,2019,9,72161,3.014285714285714,-2.557142857142857,23.6,,
590,2019,10,72161,3.9857142857142853,-2.0571428571428574,3.2,,
597,2019,11,72161,5.014285714285713,-1.4857142857142858,60.0,,
604,2019,12,72161,6.757142857142857,-1.042857142857143,0.2,,
611,2019,13,72161,8.714285714285714,2.7,42.4,,
618,2019,14,72161,6.971428571428571,-0.7428571428571429,14.0,,
625,2019,15,72161,10.8,5.1,0.0,,
632,2020,1,72161,6.528571428571429,2.557142857142857,48.6,,
639,2020,2,72161,4.857142857142857,1.6714285714285713,56.2,,
646,2020,3,72161,4.614285714285714,-0.27142857142857146,23.6,,
653,2020,4,72161,4.3,-0.7428571428571429,18.0,,
660,2020,5,72161,5.442857142857143,1.2571428571428573,4.2,,
667,2020,6,72161,5.0,-0.38571428571428573,12.4,,
674,2020,7,72161,7.142857142857143,1.3714285714285714,7.0,,
681,2020,8,72161,7.371428571428572,1.842857142857143,2.2,,
688,2020,9,72161,3.957142857142857,-1.842857142857143,25.4,,
695,2020,10,72161,5.857142857142857,1.6857142857142857,53.2,,
702,2020,11,72161,4.4,-0.1,9.8,,
709,2020,12,72161,,,0.0,,
716,2020,13,72161,,,0.0,,
723,2020,14,72161,10.714285714285714,3.1166666666666667,15.799999999999999,,
730,2020,15,72161,13.1,4.8,0.0,,
737,2021,1,72161,3.742857142857143,-0.2857142857142857,64.39999999999999,,
744,2021,2,72161,4.628571428571428,-0.35714285714285715,17.6,,
751,2021,3,72161,4.757142857142857,0.7857142857142857,93.39999999999999,,
758,2021,4,72161,3.7428571428571433,-0.35714285714285715,22.8,,
765,2021,5,72161,5.857142857142857,-0.02857142857142863,8.8,,
772,2021,6,72161,1.542857142857143,-1.1285714285714286,67.60000000000001,,
779,2021,7,72161,1.9142857142857144,-2.642857142857143,70.6,,
786,2021,8,72161,3.314285714285714,-0.5714285714285714,43.800000000000004,,
793,2021,9,72161,3.642857142857143,-0.37142857142857144,37.0,,
800,2021,10,72161,4.814285714285715,-0.2428571428571429,22.6,,
807,2021,11,72161,7.442857142857143,1.7285714285714284,28.6,,
814,2021,12,72161,5.6000000000000005,-0.6142857142857144,24.2,,
821,2021,13,72161,9.828571428571427,3.542857142857143,81.6,,
828,2021,14,72161,8.642857142857142,1.8285714285714287,8.0,,
835,2021,15,72161,8.2,-0.2,0.0,,
842,2022,1,72161,2.4714285714285715,-2.1714285714285713,32.0,,
849,2022,2,72161,5.057142857142857,0.07142857142857144,40.4,,
856,2022,3,72161,3.685714285714286,0.10000000000000002,14.0,,
863,2022,4,72161,3.4285714285714284,-0.6142857142857142,3.4,,
870,2022,5,72161,3.0285714285714285,-1.4142857142857144,9.8,,
877,2022,6,72161,2.6999999999999997,-2.642857142857143,15.0,,
884,2022,7,72161,5.757142857142857,0.6714285714285714,24.8,,
891,2022,8,72161,4.071428571428571,-1.3285714285714287,40.6,,
898,2022,9,72161,4.914285714285714,0.2285714285714286,73.39999999999999,,
905,2022,10,72161,3.9,0.0,46.6,,
912,2022,11,72161,3.3857142857142857,-0.8571428571428571,53.4,,
919,2022,12,72161,8.057142857142857,1.3571428571428572,16.0,,
926,2022,13,72161,8.042857142857143,-0.4142857142857144,0.0,,
933,2022,14,72161,6.242857142857143,0.6857142857142857,38.800000000000004,,
940,2022,15,72161,6.4,1.4,1.6,,
947,2023,1,72161,4.214285714285714,0.38571428571428573,60.0,,
954,2023,2,72161,3.5,-1.0714285714285714,32.6,,
961,2023,3,72161,1.1142857142857143,-0.9571428571428571,60.0,,
968,2023,4,72161,5.385714285714286,0.8142857142857143,29.0,,
975,2023,5,72161,3.7142857142857144,-0.04285714285714285,52.4,,
982,2023,6,72161,6.642857142857143,0.6714285714285715,1.0,,
989,2023,7,72161,7.200000000000001,0.3428571428571429,5.2,,
996,2023,8,72161,7.728571428571428,2.4857142857142853,23.4,,
1003,2023,9,72161,8.028571428571428,2.0428571428571427,19.0,,
1010,2023,10,72161,6.3,-0.6714285714285715,13.2,,
1017,2023,11,72161,6.742857142857143,0.4428571428571428,27.6,,
1024,2023,12,72161,9.450000000000001,2.9166666666666665,18.4,,
1031,2023,13,72161,10.471428571428572,1.4428571428571428,2.8,,
1038,2023,14,72161,8.5,1.0714285714285714,20.4,,
1045,2023,15,72161,16.9,10.4,0.0,,
1052,2024,1,72161,4.285714285714286,-0.3857142857142857,70.6,,
1059,2024,2,72161,5.128571428571428,-2.0,3.0,,
1066,2024,3,72161,4.857142857142857,0.39999999999999997,3.8,,
1073,2024,4,72161,4.728571428571429,-1.5142857142857142,19.6,,
1080,2024,5,72161,6.571428571428571,1.042857142857143,26.8,,
1087,2024,6,72161,1.0142857142857142,-2.3000000000000003,20.0,,
1094,2024,7,72161,3.814285714285714,-0.18571428571428575,71.2,,
1101,2024,8,72161,4.085714285714286,-3.0714285714285716,15.6,,
1108,2024,9,72161,5.457142857142857,0.5428571428571428,0.4,,
1115,2024,10,72161,9.914285714285715,4.1571428571428575,22.4,,
1122,2024,11,72161,8.6,2.6285714285714286,22.4,,
1129,2024,12,72161,7.242857142857143,1.9285714285714286,27.2,,
1136,2024,13,72161,10.4,2.085714285714286,18.8,,
1143,2024,14,72161,8.72857142857143,2.142857142857143,24.2,,
1150,2024,15,72161,5.2,-4.7,7.0,,
1157,2025,1,72161,1.557142857142857,-1.6142857142857143,6.6000000000000005,,
1164,2025,2,72161,6.742857142857143,0.7428571428571428,5.8,,
1171,2025,3,72161,3.1833333333333336,-1.0,19.8,,
1178,2025,4,72161,5.8428571428571425,1.0142857142857142,0.0,,
1185,2025,5,72161,2.185714285714286,-0.8428571428571429,72.8,,
1192,2025,6,72161,2.542857142857143,-1.4142857142857144,10.4,,
1199,2025,7,72161,3.757142857142857,-0.32857142857142857,61.2,,
1205,2025,8,72161,2.2,-0.1,54.4,,
3,2014,1,83024,4.271428571428571,-0.014285714285714266,14.2,11.192857142857141,11.192857142857141
10,2014,2,83024,5.257142857142857,-0.34285714285714286,47.6,14.185714285714285,12.689285714285713
17,2014,3,83024,0.3857142857142857,-2.5142857142857147,133.6,24.0,16.45952380952381
24,2014,4,83024,0.9571428571428572,-1.8571428571428572,80.0,32.25,23.478571428571428
31,2014,5,83024,-0.2857142857142857,-3.4,71.4,49.18571428571429,35.14523809523809
38,2014,6,83024,-1.0,-3.585714285714286,37.2,60.15,47.195238095238096
45,2014,7,83024,2.3714285714285714,-1.5142857142857142,26.4,64.78571428571429,58.04047619047619
52,2014,8,83024,0.4428571428571428,-2.985714285714286,101.0,65.90714285714286,63.61428571428572
59,2014,9,83024,1.157142857142857,-3.5142857142857147,6.6000000000000005,70.69285714285715,67.12857142857143
66,2014,10,83024,3.7142857142857144,-3.8714285714285714,5.0,76.34285714285714,70.98095238095239
73,2014,11,83024,4.314285714285715,-0.32857142857142857,0.4,77.94285714285715,74.99285714285715
80,2014,12,83024,7.0857142857142845,1.1714285714285713,0.6000000000000001,79.37142857142858,77.88571428571429
87,2014,13,83024,4.414285714285714,-1.7,29.8,68.46428571428571,75.25952380952383
94,2014,14,83024,5.271428571428571,0.27142857142857146,33.6,55.76428571428572,67.86666666666666
101,2014,15,83024,8.4,1.1,0.0,43.43125,55.886607142857144
108,2015,1,83024,6.5,0.1857142857142857,17.8,11.192857142857141,11.192857142857141
115,2015,2,83024,2.8000000000000003,-1.9285714285714286,8.0,14.185714285714285,12.689285714285713
122,2015,3,83024,6.414285714285714,-0.5571428571428572,0.6,24.0,16.45952380952381
129,2015,4,83024,-0.08571428571428574,-3.8857142857142857,11.799999999999999,32.25,23.478571428571428
136,2015,5,83024,0.6285714285714287,-3.0142857142857147,45.8,49.18571428571429,35.14523809523809
143,2015,6,83024,-1.1428571428571428,-5.2,25.8,60.15,47.195238095238096
150,2015,7,83024,0.2285714285714285,-2.4714285714285715,56.8,64.78571428571429,58.04047619047619
157,2015,8,83024,-0.014285714285714235,-4.328571428571428,68.0,65.90714285714286,63.61428571428572
164,2015,9,83024,-0.6285714285714284,-4.628571428571428,25.6,70.69285714285715,67.12857142857143
171,2015,10,83024,0.2571428571428572,-2.2285714285714286,28.599999999999998,76.34285714285714,70.98095238095239
178,2015,11,83024,3.142857142857143,-1.8571428571428572,2.8000000000000003,77.94285714285715,74.99285714285715
185,2015,12,83024,2.1285714285714286,-2.8285714285714287,24.6,79.37142857142858,77.88571428571429
192,2015,13,83024,3.4857142857142853,-1.3142857142857143,12.600000000000001,68.46428571428571,75.25952380952383
199,2015,14,83024,7.185714285714285,0.25714285714285723,14.0,55.76428571428572,67.86666666666666
206,2015,15,83024,3.3,0.6,10.8,43.43125,55.886607142857144
213,2016,1,83024,5.3999999999999995,-0.8571428571428571,93.0,11.192857142857141,11.192857142857141
220,2016,2,83024,3.414285714285714,0.29999999999999993,99.8,14.185714285714285,12.689285714285713
227,2016,3,83024,-1.0714285714285714,-4.242857142857143,55.6,24.0,16.45952380952381
234,2016,4,83024,0.0,-2.0142857142857142,39.8,32.25,23.478571428571428
241,2016,5,83024,0.6571428571428571,-1.1142857142857143,40.0,49.18571428571429,35.14523809523809
248,2016,6,83024,5.2,-1.1857142857142857,27.2,60.15,47.195238095238096
255,2016,7,83024,0.9285714285714286,-2.8428571428571425,123.60000000000001,64.78571428571429,58.04047619047619
262,2016,8,83024,0.32857142857142857,-2.2285714285714286,92.4,65.90714285714286,63.61428571428572
269,2016,9,83024,1.5571428571428572,-2.9285714285714284,20.8,70.69285714285715,67.12857142857143
276,2016,10,83024,2.4714285714285715,-1.8571428571428572,28.4,76.34285714285714,70.98095238095239
283,2016,11,83024,1.7285714285714284,-1.8857142857142857,133.79999999999998,77.94285714285715,74.99285714285715
290,2016,12,83024,1.8857142857142857,-2.6714285714285713,35.0,79.37142857142858,77.88571428571429
297,2016,13,83024,6.514285714285714,1.0,15.8,68.46428571428571,75.25952380952383
304,2016,14,83024,4.642857142857143,1.1142857142857143,78.6,55.76428571428572,67.86666666666666
311,2016,15,83024,1.6,-2.2,0.0,43.43125,55.886607142857144
318,2017,1,83024,7.014285714285714,0.42857142857142855,0.0,11.192857142857141,11.192857142857141
325,2017,2,83024,6.3428571428571425,0.7,0.0,14.185714285714285,12.689285714285713
332,2017,3,83024,-0.5285714285714286,-3.242857142857143,10.4,24.0,16.45952380952381
339,2017,4,83024,1.2285714285714289,-2.9857142857142853,79.2,32.25,23.478571428571428
346,2017,5,83024,-0.4714285714285714,-3.1142857142857143,48.199999999999996,49.18571428571429,35.14523809523809
353,2017,6,83024,-0.8142857142857143,-3.9,58.2,60.15,47.195238095238096
360,2017,7,83024,0.7571428571428571,-3.142857142857143,45.4,64.78571428571429,58.04047619047619
367,2017,8,83024,2.5285714285714285,-2.042857142857143,16.8,65.90714285714286,63.61428571428572
374,2017,9,83024,0.5428571428571428,-2.4857142857142853,92.6,70.69285714285715,67.12857142857143
381,2017,10,83024,2.142857142857143,-0.6,156.6,76.34285714285714,70.98095238095239
388,2017,11,83024,-0.9714285714285714,-4.628571428571428,58.0,77.94285714285715,74.99285714285715
395,2017,12,83024,0.6428571428571429,-5.6000000000000005,27.4,79.37142857142858,77.88571428571429
402,2017,13,83024,1.3571428571428572,-3.014285714285714,64.8,68.46428571428571,75.25952380952383
409,2017,14,83024,2.1285714285714286,-2.6285714285714286,48.400000000000006,55.76428571428572,67.86666666666666
416,2017,15,83024,1.6,-5.0,23.2,43.43125,55.886607142857144
423,2018,1,83024,2.057142857142857,-1.1714285714285713,128.4,11.192857142857141,11.192857142857141
430,2018,2,83024,-0.1285714285714286,-3.442857142857143,46.8,14.185714285714285,12.689285714285713
437,2018,3,83024,2.2857142857142856,-2.4857142857142853,2.2,24.0,16.45952380952381
444,2018,4,83024,2.0428571428571427,-1.9000000000000001,14.600000000000001,32.25,23.478571428571428
451,2018,5,83024,0.8428571428571429,-3.8285714285714287,42.400000000000006,49.18571428571429,35.14523809523809
458,2018,6,83024,0.2571428571428571,-4.1,20.8,60.15,47.195238095238096
465,2018,7,83024,-0.014285714285714235,-3.5,35.4,64.78571428571429,58.04047619047619
472,2018,8,83024,1.2142857142857142,-2.657142857142857,42.6,65.90714285714286,63.61428571428572
479,2018,9,83024,0.7,-3.442857142857143,119.0,70.69285714285715,67.12857142857143
486,2018,10,83024,-0.1571428571428571,-3.142857142857143,59.6,76.34285714285714,70.98095238095239
493,2018,11,83024,-1.1857142857142857,-4.628571428571428,45.2,77.94285714285715,74.99285714285715
500,2018,12,83024,1.7714285714285716,-4.8428571428571425,3.4,79.37142857142858,77.88571428571429
507,2018,13,83024,2.4714285714285715,-2.7,26.8,68.46428571428571,75.25952380952383
514,2018,14,83024,6.214285714285714,-0.2571428571428572,7.4,55.76428571428572,67.86666666666666
521,2018,15,83024,2.3,2.2,0.0,43.43125,55.886607142857144
528,2019,1,83024,4.0285714285714285,0.5714285714285714,133.79999999999998,11.192857142857141,11.192857142857141
535,2019,2,83024,0.4428571428571428,-3.685714285714286,21.4,14.185714285714285,12.689285714285713
542,2019,3,83024,4.742857142857143,-0.7285714285714285,30.6,24.0,16.45952380952381
549,2019,4,83024,2.742857142857143,-1.657142857142857,64.8,32.25,23.478571428571428
556,2019,5,83024,0.7142857142857143,-1.8285714285714285,104.2,49.18571428571429,35.14523809523809
563,2019,6,83024,0.8428571428571429,-3.4714285714285715,67.8,60.15,47.195238095238096
570,2019,7,83024,2.085714285714286,-2.2857142857142856,16.8,64.78571428571429,58.04047619047619
577,2019,8,83024,4.271428571428571,-1.2285714285714289,9.4,65.90714285714286,63.61428571428572
584,2019,9,83024,0.14285714285714285,-3.585714285714286,18.2,70.69285714285715,67.12857142857143
591,2019,10,83024,0.8714285714285713,-4.1,23.0,76.34285714285714,70.98095238095239
598,2019,11,83024,3.0,-3.7142857142857144,51.4,77.94285714285715,74.99285714285715
605,2019,12,83024,2.857142857142857,-4.057142857142857,16.8,79.37142857142858,77.88571428571429
612,2019,13,83024,4.7,-0.29999999999999993,45.6,68.46428571428571,75.25952380952383
619,2019,14,83024,4.2,-2.6142857142857143,34.0,55.76428571428572,67.86666666666666
626,2019,15,83024,6.8,1.9,1.4,43.43125,55.886607142857144
633,2020,1,83024,4.3999999999999995,-0.557142857142857,76.8,11.192857142857141,11.192857142857141
640,2020,2,83024,2.414285714285714,-0.14285714285714288,51.4,14.185714285714285,12.689285714285713
647,2020,3,83024,2.257142857142857,-2.2857142857142856,27.4,24.0,16.45952380952381
654,2020,4,83024,1.2571428571428573,-2.314285714285714,47.6,32.25,23.478571428571428
661,2020,5,83024,2.2714285714285714,-0.7000000000000001,17.200000000000003,49.18571428571429,35.14523809523809
668,2020,6,83024,3.8285714285714287,-2.185714285714286,5.0,60.15,47.195238095238096
675,2020,7,83024,5.0,0.07142857142857142,3.8000000000000003,64.78571428571429,58.04047619047619
682,2020,8,83024,5.814285714285715,-0.5285714285714286,1.0,65.90714285714286,63.61428571428572
689,2020,9,83024,0.7999999999999999,-4.3428571428571425,17.2,70.69285714285715,67.12857142857143
696,2020,10,83024,3.2285714285714286,-0.2333333333333333,14.600000000000001,76.34285714285714,70.98095238095239
703,2020,11,83024,-1.0571428571428572,-3.685714285714286,72.60000000000001,77.94285714285715,74.99285714285715
710,2020,12,83024,2.5,-3.2857142857142856,25.0,79.37142857142858,77.88571428571429
717,2020,13,83024,4.971428571428571,-1.1,5.0,68.46428571428571,75.25952380952383
724,2020,14,83024,8.942857142857143,1.7,28.0,55.76428571428572,67.86666666666666
731,2020,15,83024,10.3,2.1,0.0,43.43125,55.886607142857144
738,2021,1,83024,2.7857142857142856,-1.5,77.6,11.192857142857141,11.192857142857141
745,2021,2,83024,2.6285714285714286,-1.8,14.6,14.185714285714285,12.689285714285713
752,2021,3,83024,2.8000000000000003,-1.042857142857143,53.6,24.0,16.45952380952381
759,2021,4,83024,0.5285714285714286,-2.6285714285714286,21.8,32.25,23.478571428571428
766,2021,5,83024,2.1285714285714286,-2.242857142857143,11.0,49.18571428571429,35.14523809523809
773,2021,6,83024,0.38571428571428573,-2.6999999999999997,22.8,60.15,47.195238095238096
780,2021,7,83024,-0.35714285714285715,-3.9714285714285715,63.6,64.78571428571429,58.04047619047619
787,2021,8,83024,0.39999999999999997,-2.9,52.599999999999994,65.90714285714286,63.61428571428572
794,2021,9,83024,1.2714285714285716,-2.257142857142857,21.4,70.69285714285715,67.12857142857143
801,2021,10,83024,1.8571428571428572,-1.5857142857142856,18.2,76.34285714285714,70.98095238095239
808,2021,11,83024,2.757142857142857,-1.042857142857143,18.4,77.94285714285715,74.99285714285715
815,2021,12,83024,1.4000000000000001,-2.7714285714285714,16.6,79.37142857142858,77.88571428571429
822,2021,13,83024,6.057142857142857,1.3142857142857143,0.0,68.46428571428571,75.25952380952383
829,2021,14,83024,6.471428571428571,-0.5428571428571429,0.0,55.76428571428572,67.86666666666666
836,2021,15,83024,6.2,-1.7,0.0,43.43125,55.886607142857144
843,2022,1,83024,0.028571428571428564,-3.1999999999999997,9.0,11.192857142857141,11.192857142857141
850,2022,2,83024,2.3428571428571425,-1.0571428571428572,87.4,14.185714285714285,12.689285714285713
857,2022,3,83024,2.2142857142857144,-1.9714285714285713,91.8,24.0,16.45952380952381
864,2022,4,83024,6.242857142857143,-0.24285714285714288,0.0,32.25,23.478571428571428
871,2022,5,83024,0.14285714285714285,-2.8714285714285714,14.8,49.18571428571429,35.14523809523809
878,2022,6,83024,0.07142857142857142,-5.228571428571429,21.2,60.15,47.195238095238096
885,2022,7,83024,2.9,-0.5,26.0,64.78571428571429,58.04047619047619
892,2022,8,83024,1.0142857142857142,-2.9857142857142853,74.19999999999999,65.90714285714286,63.61428571428572
899,2022,9,83024,1.1428571428571428,-1.7285714285714282,35.599999999999994,70.69285714285715,67.12857142857143
906,2022,10,83024,2.3714285714285714,-1.8714285714285714,62.2,76.34285714285714,70.98095238095239
913,2022,11,83024,0.42857142857142855,-3.2428571428571433,80.2,77.94285714285715,74.99285714285715
920,2022,12,83024,5.685714285714285,-0.39999999999999997,42.599999999999994,79.37142857142858,77.88571428571429
927,2022,13,83024,3.1285714285714286,-1.8142857142857143,11.2,68.46428571428571,75.25952380952383
934,2022,14,83024,1.9714285714285715,-1.7285714285714289,107.8,55.76428571428572,67.86666666666666
941,2022,15,83024,3.4,-1.1,5.0,43.43125,55.886607142857144
948,2023,1,83024,1.1857142857142857,-1.5142857142857142,72.0,11.192857142857141,11.192857142857141
955,2023,2,83024,-0.34285714285714286,-3.1999999999999997,48.800000000000004,14.185714285714285,12.689285714285713
962,2023,3,83024,-0.19999999999999998,-2.585714285714286,9.6,24.0,16.45952380952381
969,2023,4,83024,2.9714285714285715,-0.9,66.6,32.25,23.478571428571428
976,2023,5,83024,1.4166666666666667,-1.4428571428571428,75.6,49.18571428571429,35.14523809523809
983,2023,6,83024,3.8285714285714287,-1.5714285714285714,2.0,60.15,47.195238095238096
990,2023,7,83024,3.8428571428571425,-1.6285714285714286,13.6,64.78571428571429,58.04047619047619
997,2023,8,83024,3.8714285714285714,0.2571428571428572,29.6,65.90714285714286,63.61428571428572
1004,2023,9,83024,4.857142857142857,-0.22857142857142856,30.6,70.69285714285715,67.12857142857143
1011,2023,10,83024,2.1,-2.9,25.0,76.34285714285714,70.98095238095239
1018,2023,11,83024,4.7,-0.9428571428571428,34.2,77.94285714285715,74.99285714285715
1025,2023,12,83024,6.571428571428571,0.8142857142857142,24.2,79.37142857142858,77.88571428571429
1032,2023,13,83024,7.242857142857143,-0.7857142857142858,26.2,68.46428571428571,75.25952380952383
1039,2023,14,83024,6.1000000000000005,-0.3857142857142856,34.8,55.76428571428572,67.86666666666666
1046,2023,15,83024,13.8,7.1,0.0,43.43125,55.886607142857144
1053,2024,1,83024,3.6571428571428575,-2.4,58.800000000000004,11.192857142857141,11.192857142857141
1060,2024,2,83024,2.3285714285714287,-3.3428571428571425,2.5999999999999996,14.185714285714285,12.689285714285713
1067,2024,3,83024,1.5,-1.9714285714285715,25.6,24.0,16.45952380952381
1074,2024,4,83024,2.757142857142857,-2.742857142857143,18.2,32.25,23.478571428571428
1081,2024,5,83024,2.2285714285714286,-1.1142857142857143,38.2,49.18571428571429,35.14523809523809
1088,2024,6,83024,-0.39999999999999997,-3.885714285714286,21.8,60.15,47.195238095238096
1095,2024,7,83024,1.4857142857142858,-2.0571428571428574,69.8,64.78571428571429,58.04047619047619
1102,2024,8,83024,1.8285714285714285,-3.7857142857142856,17.4,65.90714285714286,63.61428571428572
1109,2024,9,83024,2.0285714285714285,-1.7,8.200000000000001,70.69285714285715,67.12857142857143
1116,2024,10,83024,6.128571428571428,2.2714285714285714,12.2,76.34285714285714,70.98095238095239
1123,2024,11,83024,4.885714285714286,0.8285714285714285,44.2,77.94285714285715,74.99285714285715
1130,2024,12,83024,4.257142857142857,0.1571428571428572,43.6,79.37142857142858,77.88571428571429
1137,2024,13,83024,6.1000000000000005,-0.6714285714285714,44.4,68.46428571428571,75.25952380952383
1144,2024,14,83024,5.728571428571429,-0.5714285714285714,26.4,55.76428571428572,67.86666666666666
1151,2024,15,83024,0.4,-6.8,3.4,43.43125,55.886607142857144
1158,2025,1,83024,0.6285714285714287,-2.5714285714285716,9.200000000000001,11.192857142857141,11.192857142857141
1165,2025,2,83024,4.8,-0.9714285714285713,15.8,14.185714285714285,12.689285714285713
1172,2025,3,83024,0.9142857142857144,-2.5142857142857147,64.39999999999999,24.0,16.45952380952381
1179,2025,4,83024,2.642857142857143,-1.2857142857142858,3.6,32.25,23.478571428571428
1186,2025,5,83024,0.9142857142857143,-2.4285714285714284,35.8,49.18571428571429,35.14523809523809
1193,2025,6,83024,-0.17142857142857143,-3.8000000000000003,49.2,60.15,47.195238095238096
1200,2025,7,83024,0.6,-2.7714285714285714,48.4,64.78571428571429,58.04047619047619
1206,2025,8,83024,0.3,-1.2,38.0,65.90714285714286,63.61428571428572
4,2014,1,83084,4.6,-0.3,23.8,,
11,2014,2,83084,4.414285714285714,-0.2857142857142857,7.6,,
18,2014,3,83084,0.09999999999999999,-2.8285714285714287,69.6,,
25,2014,4,83084,1.3857142857142857,-2.685714285714286,24.2,,
32,2014,5,83084,-0.7285714285714286,-3.7571428571428567,13.600000000000001,,
39,2014,6,83084,0.28571428571428564,-3.957142857142857,62.8,,
46,2014,7,83084,3.1,-0.8857142857142858,8.6,,
53,2014,8,83084,0.18571428571428558,-3.3285714285714287,33.8,,
60,2014,9,83084,2.3714285714285714,-2.5714285714285716,2.0,,
67,2014,10,83084,3.4,-4.542857142857143,0.0,,
74,2014,11,83084,4.428571428571429,-0.4857142857142857,24.4,,
81,2014,12,83084,7.028571428571429,0.0714285714285714,9.0,,
88,2014,13,83084,3.528571428571429,-2.1,25.4,,
95,2014,14,83084,5.7,-0.1999999999999999,44.8,,
102,2014,15,83084,7.6,1.5,0.0,,
109,2015,1,83084,7.228571428571429,0.15714285714285717,0.2,,
116,2015,2,83084,2.157142857142857,-2.0285714285714285,28.2,,
123,2015,3,83084,7.0,-0.4428571428571429,7.2,,
130,2015,4,83084,1.3714285714285714,-3.914285714285714,3.2,,
137,2015,5,83084,0.5428571428571429,-2.9714285714285715,66.2,,
144,2015,6,83084,-1.2714285714285716,-5.5,5.8,,
151,2015,7,83084,0.2000000000000001,-2.3428571428571425,38.4,,
158,2015,8,83084,-0.39999999999999997,-3.6142857142857143,20.0,,
165,2015,9,83084,-0.28571428571428564,-5.114285714285714,2.8,,
172,2015,10,83084,0.9428571428571428,-2.9,6.4,,
179,2015,11,83084,3.357142857142857,-2.1,2.2,,
186,2015,12,83084,2.0285714285714285,-3.5142857142857147,42.400000000000006,,
193,2015,13,83084,3.242857142857143,-1.7,11.0,,
200,2015,14,83084,7.5,-0.0285714285714286,2.2,,
207,2015,15,83084,3.1,2.8,6.0,,
214,2016,1,83084,5.228571428571429,-0.8499999999999998,45.6,,
221,2016,2,83084,2.985714285714286,0.08571428571428573,67.8,,
228,2016,3,83084,-0.9142857142857143,-4.671428571428572,23.400000000000002,,
235,2016,4,83084,0.34285714285714286,-2.7285714285714286,23.200000000000003,,
242,2016,5,83084,0.8285714285714285,-1.4714285714285715,59.4,,
249,2016,6,83084,5.014285714285714,-1.0285714285714287,6.4,,
256,2016,7,83084,0.5285714285714286,-2.7857142857142856,91.2,,
263,2016,8,83084,3.172065784643304e-17,-2.6714285714285713,29.400000000000002,,
270,2016,9,83084,0.8285714285714285,-3.1285714285714286,15.8,,
277,2016,10,83084,2.185714285714286,-2.085714285714286,5.6,,
284,2016,11,83084,1.042857142857143,-2.157142857142857,31.400000000000002,,
291,2016,12,83084,2.1999999999999997,-2.857142857142857,52.8,,
298,2016,13,83084,6.7,0.8285714285714286,51.00000000000001,,
305,2016,14,83084,5.614285714285714,1.6857142857142855,24.0,,
312,2016,15,83084,0.8,-2.6,0.0,,
319,2017,1,83084,7.257142857142857,0.24285714285714288,0.0,,
326,2017,2,83084,6.8999999999999995,1.0714285714285714,0.0,,
333,2017,3,83084,0.12857142857142856,-3.414285714285714,0.2,,
340,2017,4,83084,2.0714285714285716,-2.8857142857142857,41.4,,
347,2017,5,83084,-0.6285714285714287,-3.585714285714286,3.6,,
354,2017,6,83084,-0.6428571428571429,-4.171428571428572,19.6,,
361,2017,7,83084,0.35714285714285715,-3.7142857142857144,14.8,,
368,2017,8,83084,2.1857142857142855,-2.9285714285714284,6.4,,
375,2017,9,83084,-0.18571428571428575,-2.9857142857142853,37.0,,
382,2017,10,83084,1.542857142857143,-0.6714285714285715,119.4,,
389,2017,11,83084,-0.18571428571428567,-5.0,47.4,,
396,2017,12,83084,0.8285714285714285,-5.957142857142856,18.8,,
403,2017,13,83084,1.3142857142857143,-3.457142857142857,30.4,,
410,2017,14,83084,2.314285714285714,-2.442857142857143,45.0,,
417,2017,15,83084,1.1,-5.4,1.6,,
424,2018,1,83084,1.9285714285714286,-1.4000000000000001,71.8,,
431,2018,2,83084,-0.6142857142857142,-4.242857142857143,119.4,,
438,2018,3,83084,2.4857142857142853,-3.2142857142857144,0.0,,
445,2018,4,83084,2.1142857142857143,-1.9857142857142858,15.6,,
452,2018,5,83084,0.7571428571428572,-3.957142857142857,23.599999999999998,,
459,2018,6,83084,-0.19999999999999998,-4.771428571428571,10.2,,
466,2018,7,83084,-0.41428571428571426,-4.442857142857143,10.2,,
473,2018,8,83084,1.1428571428571428,-2.357142857142857,32.2,,
480,2018,9,83084,0.6285714285714284,-3.9428571428571426,25.599999999999998,,
487,2018,10,83084,-0.42857142857142855,-3.6999999999999997,26.4,,
494,2018,11,83084,-0.6571428571428573,-4.628571428571428,52.0,,
501,2018,12,83084,1.7285714285714284,-4.942857142857143,0.0,,
508,2018,13,83084,2.7285714285714286,-2.8857142857142857,6.6,,
515,2018,14,83084,6.6000000000000005,-0.057142857142857176,0.0,,
522,2018,15,83084,3.4,2.8,0.0,,
