,Year,Week,Resort,Visitors,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
333,2014,4,Mt. Hotham,9680,1.236734693877551,-2.363265306122449,301.2
334,2014,5,Mt. Hotham,29628,-0.2,-3.516326530612245,257.0
335,2014,6,Mt. Hotham,36665,0.14897959183673468,-3.6857142857142855,244.0
336,2014,7,Mt. Hotham,26465,3.0367346938775515,-1.9428571428571428,104.2
337,2014,8,Mt. Hotham,21679,0.8142857142857143,-2.9562500000000003,379.0
338,2014,9,Mt. Hotham,31019,2.6367346938775507,-3.26734693877551,25.8
339,2014,10,Mt. Hotham,30360,3.3877551020408165,-4.757142857142857,46.4
340,2014,11,Mt. Hotham,35923,4.763265306122449,-1.2224489795918367,162.6
341,2014,12,Mt. Hotham,32657,6.771428571428571,-0.4387755102040816,74.4
342,2014,13,Mt. Hotham,28855,4.161224489795918,-2.522448979591837,153.0
343,2014,14,Mt. Hotham,18708,5.793877551020408,0.05102040816326534,326.2
344,2014,15,Mt. Hotham,11117,8.028571428571428,0.5571428571428572,0.0
345,2015,1,Mt. Hotham,4997,7.557777777777778,-0.6391304347826087,67.8
346,2015,2,Mt. Hotham,1797,3.2190476190476187,-1.576190476190476,241.0
347,2015,3,Mt. Hotham,3605,7.2714285714285705,-0.5142857142857143,29.6
348,2015,4,Mt. Hotham,13197,1.9976190476190478,-4.15,55.6
349,2015,5,Mt. Hotham,22318,1.2666666666666668,-3.1891304347826086,313.6
350,2015,6,Mt. Hotham,27894,-0.5857142857142857,-5.210204081632654,184.4
351,2015,7,Mt. Hotham,22620,0.4979591836734694,-2.3591836734693876,330.2
352,2015,8,Mt. Hotham,17562,0.40816326530612246,-3.4591836734693877,324.6
353,2015,9,Mt. Hotham,27850,-0.236734693877551,-5.087755102040816,136.8
354,2015,10,Mt. Hotham,31159,1.120408163265306,-2.6714285714285717,101.6
355,2015,11,Mt. Hotham,35122,3.83265306122449,-1.9938775510204083,123.6
356,2015,12,Mt. Hotham,30754,2.210204081632653,-2.816326530612245,337.2
357,2015,13,Mt. Hotham,25367,3.9204545454545454,-2.062222222222222,105.6
358,2015,14,Mt. Hotham,30754,8.083333333333334,0.028571428571428553,74.2
359,2015,15,Mt. Hotham,12005,3.516666666666667,2.5666666666666664,60.6
360,2016,1,Mt. Hotham,4590,5.130612244897959,-0.9666666666666667,477.0
361,2016,2,Mt. Hotham,1860,3.659183673469388,0.6959183673469388,558.6
362,2016,3,Mt. Hotham,8368,-0.6061224489795918,-4.573469387755102,206.4
363,2016,4,Mt. Hotham,17433,1.3551020408163266,-2.4,192.2
364,2016,5,Mt. Hotham,21302,1.0816326530612246,-1.3387755102040815,358.0
365,2016,6,Mt. Hotham,25173,5.276595744680851,-1.279591836734694,131.0
366,2016,7,Mt. Hotham,20774,0.9346938775510205,-2.7918367346938777,788.8
367,2016,8,Mt. Hotham,19557,0.9152173913043479,-2.3425531914893614,252.6
368,2016,9,Mt. Hotham,27232,2.2452380952380953,-3.1666666666666665,128.4
369,2016,10,Mt. Hotham,28044,3.527272727272727,-1.788095238095238,59.4
370,2016,11,Mt. Hotham,31774,1.9124999999999999,-1.926530612244898,333.2
371,2016,12,Mt. Hotham,28211,2.722448979591837,-2.722448979591837,359.59999999999997
372,2016,13,Mt. Hotham,20295,7.248936170212766,0.5693877551020409,300.4
373,2016,14,Mt. Hotham,14224,5.740816326530613,1.383673469387755,413.59999999999997
374,2016,15,Mt. Hotham,10134,1.1285714285714286,-2.4166666666666665,91.4
375,2017,1,Mt. Hotham,6288,7.295918367346939,0.025000000000000005,9.4
376,2017,2,Mt. Hotham,2644,7.191836734693877,-0.046938775510204096,4.199999999999999
377,2017,3,Mt. Hotham,5756,0.636734693877551,-3.353061224489796,45.2
378,2017,4,Mt. Hotham,17281,1.9040816326530612,-3.30625,323.2
379,2017,5,Mt. Hotham,29573,-0.13673469387755102,-4.0,89.2
380,2017,6,Mt. Hotham,33467,-0.04489795918367345,-3.595833333333333,218.20000000000002
381,2017,7,Mt. Hotham,23812,1.0040816326530613,-3.4571428571428573,171.2
382,2017,8,Mt. Hotham,25596,2.6795918367346943,-2.787755102040816,100.6
383,2017,9,Mt. Hotham,29214,0.5875,-2.787755102040816,354.4
384,2017,10,Mt. Hotham,33652,2.276595744680851,-0.5244897959183673,702.4
385,2017,11,Mt. Hotham,35159,-0.12448979591836734,-4.6387755102040815,244.2
386,2017,12,Mt. Hotham,32732,0.9530612244897958,-5.904081632653061,95.4
387,2017,13,Mt. Hotham,26326,1.8326530612244898,-3.183673469387755,202.4
388,2017,14,Mt. Hotham,21960,3.0979591836734697,-1.9122448979591837,248.0
389,2017,15,Mt. Hotham,14990,1.3142857142857143,-4.714285714285714,60.4
390,2018,1,Mt. Hotham,6271,2.1061224489795918,-1.3102040816326532,499.4
391,2018,2,Mt. Hotham,3489,0.45208333333333334,-3.86875,450.2
392,2018,3,Mt. Hotham,6911,2.693877551020408,-2.9877551020408166,37.4
393,2018,4,Mt. Hotham,17524,3.0408163265306123,-1.9437499999999999,110.6
394,2018,5,Mt. Hotham,31435,0.9510204081632654,-4.146938775510204,282.59999999999997
395,2018,6,Mt. Hotham,37737,0.74375,-4.377551020408164,97.4
396,2018,7,Mt. Hotham,25157,0.5224489795918368,-4.002083333333333,122.8
397,2018,8,Mt. Hotham,24150,1.9416666666666667,-2.4816326530612245,242.79999999999998
398,2018,9,Mt. Hotham,30515,1.2232558139534884,-3.2097560975609754,367.4
399,2018,10,Mt. Hotham,33527,0.6510204081632653,-3.0500000000000003,246.0
400,2018,11,Mt. Hotham,38115,-0.4489795918367347,-4.7239130434782615,242.2
401,2018,12,Mt. Hotham,35284,2.079591836734694,-4.622916666666667,45.800000000000004
402,2018,13,Mt. Hotham,28187,3.0085106382978726,-2.6688888888888886,270.6
403,2018,14,Mt. Hotham,21947,7.420408163265306,0.032653061224489736,12.0
404,2018,15,Mt. Hotham,15320,5.5,3.1285714285714286,0.0
405,2019,1,Mt. Hotham,5948,4.784210526315789,1.3439024390243903,488.0
406,2019,2,Mt. Hotham,3019,1.1162790697674418,-4.286046511627907,83.0
407,2019,3,Mt. Hotham,5820,5.446938775510204,-1.6204081632653062,33.6
408,2019,4,Mt. Hotham,13150,3.725,-2.179591836734694,201.6
409,2019,5,Mt. Hotham,26572,0.9041666666666667,-2.0020408163265304,528.0
410,2019,6,Mt. Hotham,36382,1.0,-3.577083333333333,266.0
411,2019,7,Mt. Hotham,23978,2.989795918367347,-2.0541666666666667,97.0
412,2019,8,Mt. Hotham,24998,4.333333333333333,-2.257142857142857,52.0
413,2019,9,Mt. Hotham,31360,0.7693877551020407,-3.6795918367346943,256.2
414,2019,10,Mt. Hotham,29531,1.3265306122448979,-4.069387755102041,219.6
415,2019,11,Mt. Hotham,39955,2.7591836734693875,-3.4693877551020407,321.0
416,2019,12,Mt. Hotham,37905,3.589795918367347,-4.2326530612244895,73.6
417,2019,13,Mt. Hotham,33186,5.457142857142856,-0.03750000000000001,212.2
418,2019,14,Mt. Hotham,27192,4.972916666666666,-2.4551020408163264,198.0
419,2019,15,Mt. Hotham,20169,7.614285714285714,1.9142857142857141,3.2
420,2020,1,Mt. Hotham,2016,5.057142857142857,-0.5625,320.2
421,2020,2,Mt. Hotham,1346,3.302380952380952,-0.3142857142857143,442.4
422,2020,3,Mt. Hotham,1416,3.0023809523809524,-2.657142857142857,137.2
423,2020,4,Mt. Hotham,4172,1.9725000000000001,-2.5341463414634147,265.4
424,2020,5,Mt. Hotham,9325,2.8454545454545457,-1.2733333333333332,230.79999999999998
425,2020,6,Mt. Hotham,15316,2.4816326530612245,-2.68125,148.4
426,2020,7,Mt. Hotham,8953,4.575510204081632,-1.1770833333333333,94.4
427,2020,8,Mt. Hotham,4401,5.429166666666667,-1.0979166666666667,161.0
428,2020,9,Mt. Hotham,3476,0.748936170212766,-4.189795918367347,286.2
429,2020,10,Mt. Hotham,1043,3.5571428571428574,-0.4404255319148936,326.59999999999997
430,2020,11,Mt. Hotham,0,-1.0119047619047619,-3.8704545454545456,403.6
431,2020,12,Mt. Hotham,0,2.3926829268292686,-3.6214285714285714,92.0
432,2020,13,Mt. Hotham,0,5.492105263157894,-1.3390243902439023,16.8
433,2020,14,Mt. Hotham,0,8.48913043478261,1.4437499999999999,130.0
434,2020,15,Mt. Hotham,0,10.657142857142857,1.3857142857142857,0.0
435,2021,1,Mt. Hotham,3992,2.382608695652174,-1.7177777777777776,760.8000000000001
436,2021,2,Mt. Hotham,9086,2.1062499999999997,-2.216326530612245,126.2
437,2021,3,Mt. Hotham,16742,2.826530612244898,-1.5040816326530613,670.8
438,2021,4,Mt. Hotham,28047,1.2448979591836735,-2.4959183673469387,153.8
439,2021,5,Mt. Hotham,35270,2.6083333333333334,-2.836734693877551,30.4
440,2021,6,Mt. Hotham,13693,0.45111111111111113,-2.467391304347826,454.4
441,2021,7,Mt. Hotham,6750,0.1804878048780488,-3.8666666666666667,403.8
442,2021,8,Mt. Hotham,18858,1.3488372093023255,-2.4488372093023254,312.6
443,2021,9,Mt. Hotham,27982,2.3510204081632655,-2.230612244897959,155.2
444,2021,10,Mt. Hotham,16215,2.592857142857143,-1.7186046511627908,149.2
445,2021,11,Mt. Hotham,15773,3.8063829787234043,-0.5739130434782609,263.8
446,2021,12,Mt. Hotham,4200,2.126530612244898,-2.6122448979591835,168.0
447,2021,13,Mt. Hotham,4200,6.369387755102041,1.153061224489796,567.0
448,2021,14,Mt. Hotham,5617,5.491836734693878,-0.6448979591836734,54.400000000000006
449,2021,15,Mt. Hotham,11309,5.314285714285715,-3.457142857142857,0.8
450,2022,1,Mt. Hotham,16726,0.6673469387755102,-3.504081632653061,111.2
451,2022,2,Mt. Hotham,17273,2.8734693877551023,-1.5530612244897959,347.0
452,2022,3,Mt. Hotham,17846,2.475510204081633,-2.095918367346939,262.2
453,2022,4,Mt. Hotham,32710,3.187755102040816,-2.5387755102040814,29.0
454,2022,5,Mt. Hotham,39827,0.44693877551020406,-3.489795918367347,94.0
455,2022,6,Mt. Hotham,34135,0.23265306122448984,-5.16875,177.8
456,2022,7,Mt. Hotham,34204,3.3040816326530615,-1.3551020408163266,193.2
457,2022,8,Mt. Hotham,32560,1.6387755102040815,-3.316326530612245,355.6
458,2022,9,Mt. Hotham,34634,2.038095238095238,-2.2166666666666663,585.6
459,2022,10,Mt. Hotham,37253,2.1953488372093024,-1.769767441860465,333.2
460,2022,11,Mt. Hotham,34672,0.9653061224489795,-3.2204081632653065,531.6
461,2022,12,Mt. Hotham,33389,5.542553191489362,-0.9191489361702129,246.20000000000002
462,2022,13,Mt. Hotham,29398,4.602380952380953,-2.9857142857142858,44.8
463,2022,14,Mt. Hotham,21856,3.0404761904761903,-1.6619047619047618,337.2
464,2022,15,Mt. Hotham,18981,4.8,-0.5000000000000001,13.8
465,2023,1,Mt. Hotham,5318,1.9608695652173913,-1.6212765957446809,405.8
466,2023,2,Mt. Hotham,8241,0.8785714285714287,-2.9571428571428573,222.20000000000002
467,2023,3,Mt. Hotham,18549,-0.08571428571428572,-2.638095238095238,256.6
468,2023,4,Mt. Hotham,33179,3.204081632653061,-1.225,301.4
469,2023,5,Mt. Hotham,34315,1.9854166666666666,-1.5510204081632653,330.0
470,2023,6,Mt. Hotham,44648,3.9306122448979592,-1.6795918367346938,25.4
471,2023,7,Mt. Hotham,35497,4.385714285714286,-2.022448979591837,48.8
472,2023,8,Mt. Hotham,34086,4.663265306122449,0.32653061224489793,165.8
473,2023,9,Mt. Hotham,34067,5.258333333333334,-0.5693877551020408,195.6
474,2023,10,Mt. Hotham,35521,2.6,-3.0367346938775515,102.4
475,2023,11,Mt. Hotham,37115,5.020408163265306,-1.163265306122449,242.6
476,2023,12,Mt. Hotham,30944,6.555319148936171,0.9021739130434783,186.4
477,2023,13,Mt. Hotham,22969,8.584999999999999,-0.7878048780487804,96.6
478,2023,14,Mt. Hotham,15149,7.097142857142857,-0.537142857142857,240.8
479,2023,15,Mt. Hotham,9148,14.26,8.08,0.0
480,2024,1,Mt. Hotham,2079,2.8387755102040817,-2.3448979591836734,449.2
481,2024,2,Mt. Hotham,4269,1.76734693877551,-4.3244897959183675,33.0
482,2024,3,Mt. Hotham,6033,2.0673469387755103,-1.969387755102041,115.0
483,2024,4,Mt. Hotham,11558,2.0553191489361704,-4.2306122448979595,196.6
484,2024,5,Mt. Hotham,27353,3.4755555555555557,-1.0133333333333334,208.8
485,2024,6,Mt. Hotham,31258,-0.2276595744680851,-4.022448979591837,412.8
486,2024,7,Mt. Hotham,36427,1.9808510638297872,-1.9043478260869564,352.4
487,2024,8,Mt. Hotham,24401,2.272340425531915,-4.606521739130435,111.8
488,2024,9,Mt. Hotham,25904,3.1042553191489364,-2.2808510638297874,21.2
489,2024,10,Mt. Hotham,25139,6.84375,1.6978723404255318,120.80000000000001
490,2024,11,Mt. Hotham,24260,5.33125,0.6872340425531914,237.79999999999998
491,2024,12,Mt. Hotham,19289,4.3,0.24897959183673468,434.59999999999997
492,2024,13,Mt. Hotham,14487,6.597916666666666,-0.08367346938775509,254.20000000000002
493,2024,14,Mt. Hotham,2700,6.491836734693878,-0.30416666666666664,165.0
494,2024,15,Mt. Hotham,0,1.4714285714285715,-6.442857142857143,66.8
495,2014,1,Falls Creek,2790,5.022448979591837,-0.33877551020408164,236.2
496,2014,2,Falls Creek,1425,4.683673469387755,-0.4408163265306122,125.39999999999999
497,2014,3,Falls Creek,2101,0.3081632653061224,-2.5530612244897957,634.1999999999999
498,2014,4,Falls Creek,9544,1.236734693877551,-2.363265306122449,301.2
499,2014,5,Falls Creek,26211,-0.2,-3.516326530612245,257.0
500,2014,6,Falls Creek,33392,0.14897959183673468,-3.6857142857142855,244.0
501,2014,7,Falls Creek,28149,3.0367346938775515,-1.9428571428571428,104.2
502,2014,8,Falls Creek,24565,0.8142857142857143,-2.9562500000000003,379.0
503,2014,9,Falls Creek,28981,2.6367346938775507,-3.26734693877551,25.8
504,2014,10,Falls Creek,33125,3.3877551020408165,-4.757142857142857,46.4
505,2014,11,Falls Creek,36486,4.763265306122449,-1.2224489795918367,162.6
506,2014,12,Falls Creek,34468,6.771428571428571,-0.4387755102040816,74.4
507,2014,13,Falls Creek,30104,4.161224489795918,-2.522448979591837,153.0
508,2014,14,Falls Creek,23864,5.793877551020408,0.05102040816326534,326.2
509,2014,15,Falls Creek,15869,8.028571428571428,0.5571428571428572,0.0
510,2015,1,Falls Creek,4799,7.557777777777778,-0.6391304347826087,67.8
511,2015,2,Falls Creek,3293,3.2190476190476187,-1.576190476190476,241.0
512,2015,3,Falls Creek,5965,7.2714285714285705,-0.5142857142857143,29.6
513,2015,4,Falls Creek,11758,1.9976190476190478,-4.15,55.6
514,2015,5,Falls Creek,20779,1.2666666666666668,-3.1891304347826086,313.6
515,2015,6,Falls Creek,24064,-0.5857142857142857,-5.210204081632654,184.4
516,2015,7,Falls Creek,27566,0.4979591836734694,-2.3591836734693876,330.2
517,2015,8,Falls Creek,25955,0.40816326530612246,-3.4591836734693877,324.6
518,2015,9,Falls Creek,31872,-0.236734693877551,-5.087755102040816,136.8
519,2015,10,Falls Creek,35417,1.120408163265306,-2.6714285714285717,101.6
520,2015,11,Falls Creek,37063,3.83265306122449,-1.9938775510204083,123.6
521,2015,12,Falls Creek,36903,2.210204081632653,-2.816326530612245,337.2
522,2015,13,Falls Creek,33126,3.9204545454545454,-2.062222222222222,105.6
523,2015,14,Falls Creek,28099,8.083333333333334,0.028571428571428553,74.2
524,2015,15,Falls Creek,18548,3.516666666666667,2.5666666666666664,60.6
525,2016,1,Falls Creek,3840,5.130612244897959,-0.9666666666666667,477.0
526,2016,2,Falls Creek,2176,3.659183673469388,0.6959183673469388,558.6
527,2016,3,Falls Creek,10297,-0.6061224489795918,-4.573469387755102,206.4
528,2016,4,Falls Creek,23077,1.3551020408163266,-2.4,192.2
529,2016,5,Falls Creek,33309,1.0816326530612246,-1.3387755102040815,358.0
530,2016,6,Falls Creek,38818,5.276595744680851,-1.279591836734694,131.0
531,2016,7,Falls Creek,30873,0.9346938775510205,-2.7918367346938777,788.8
532,2016,8,Falls Creek,36692,0.9152173913043479,-2.3425531914893614,252.6
533,2016,9,Falls Creek,40090,2.2452380952380953,-3.1666666666666665,128.4
534,2016,10,Falls Creek,43213,3.527272727272727,-1.788095238095238,59.4
535,2016,11,Falls Creek,43213,1.9124999999999999,-1.926530612244898,333.2
536,2016,12,Falls Creek,43275,2.722448979591837,-2.722448979591837,359.59999999999997
537,2016,13,Falls Creek,33724,7.248936170212766,0.5693877551020409,300.4
538,2016,14,Falls Creek,24144,5.740816326530613,1.383673469387755,413.59999999999997
539,2016,15,Falls Creek,19696,1.1285714285714286,-2.4166666666666665,91.4
540,2017,1,Falls Creek,5663,7.295918367346939,0.025000000000000005,9.4
541,2017,2,Falls Creek,3577,7.191836734693877,-0.046938775510204096,4.199999999999999
542,2017,3,Falls Creek,7935,0.636734693877551,-3.353061224489796,45.2
543,2017,4,Falls Creek,16182,1.9040816326530612,-3.30625,323.2
544,2017,5,Falls Creek,30745,-0.13673469387755102,-4.0,89.2
545,2017,6,Falls Creek,38180,-0.04489795918367345,-3.595833333333333,218.20000000000002
546,2017,7,Falls Creek,30541,1.0040816326530613,-3.4571428571428573,171.2
547,2017,8,Falls Creek,29332,2.6795918367346943,-2.787755102040816,100.6
548,2017,9,Falls Creek,34784,0.5875,-2.787755102040816,354.4
549,2017,10,Falls Creek,39838,2.276595744680851,-0.5244897959183673,702.4
550,2017,11,Falls Creek,41643,-0.12448979591836734,-4.6387755102040815,244.2
551,2017,12,Falls Creek,38487,0.9530612244897958,-5.904081632653061,95.4
552,2017,13,Falls Creek,34745,1.8326530612244898,-3.183673469387755,202.4
553,2017,14,Falls Creek,28865,3.0979591836734697,-1.9122448979591837,248.0
554,2017,15,Falls Creek,21846,1.3142857142857143,-4.714285714285714,60.4
555,2018,1,Falls Creek,4735,2.1061224489795918,-1.3102040816326532,499.4
556,2018,2,Falls Creek,3408,0.45208333333333334,-3.86875,450.2
557,2018,3,Falls Creek,8450,2.693877551020408,-2.9877551020408166,37.4
558,2018,4,Falls Creek,16200,3.0408163265306123,-1.9437499999999999,110.6
559,2018,5,Falls Creek,32502,0.9510204081632654,-4.146938775510204,282.59999999999997
560,2018,6,Falls Creek,40750,0.74375,-4.377551020408164,97.4
561,2018,7,Falls Creek,31768,0.5224489795918368,-4.002083333333333,122.8
562,2018,8,Falls Creek,29814,1.9416666666666667,-2.4816326530612245,242.79999999999998
563,2018,9,Falls Creek,33734,1.2232558139534884,-3.2097560975609754,367.4
564,2018,10,Falls Creek,41774,0.6510204081632653,-3.0500000000000003,246.0
565,2018,11,Falls Creek,40149,-0.4489795918367347,-4.7239130434782615,242.2
566,2018,12,Falls Creek,38075,2.079591836734694,-4.622916666666667,45.800000000000004
567,2018,13,Falls Creek,32603,3.0085106382978726,-2.6688888888888886,270.6
568,2018,14,Falls Creek,28410,7.420408163265306,0.032653061224489736,12.0
569,2018,15,Falls Creek,19085,5.5,3.1285714285714286,0.0
570,2019,1,Falls Creek,8702,4.784210526315789,1.3439024390243903,488.0
571,2019,2,Falls Creek,4257,1.1162790697674418,-4.286046511627907,83.0
572,2019,3,Falls Creek,7581,5.446938775510204,-1.6204081632653062,33.6
573,2019,4,Falls Creek,14826,3.725,-2.179591836734694,201.6
574,2019,5,Falls Creek,31088,0.9041666666666667,-2.0020408163265304,528.0
575,2019,6,Falls Creek,37988,1.0,-3.577083333333333,266.0
576,2019,7,Falls Creek,33409,2.989795918367347,-2.0541666666666667,97.0
577,2019,8,Falls Creek,31157,4.333333333333333,-2.257142857142857,52.0
578,2019,9,Falls Creek,34471,0.7693877551020407,-3.6795918367346943,256.2
579,2019,10,Falls Creek,39514,1.3265306122448979,-4.069387755102041,219.6
580,2019,11,Falls Creek,40569,2.7591836734693875,-3.4693877551020407,321.0
581,2019,12,Falls Creek,38230,3.589795918367347,-4.2326530612244895,73.6
582,2019,13,Falls Creek,35090,5.457142857142856,-0.03750000000000001,212.2
583,2019,14,Falls Creek,30655,4.972916666666666,-2.4551020408163264,198.0
584,2019,15,Falls Creek,22832,7.614285714285714,1.9142857142857141,3.2
585,2020,1,Falls Creek,2905,5.057142857142857,-0.5625,320.2
586,2020,2,Falls Creek,1931,3.302380952380952,-0.3142857142857143,442.4
587,2020,3,Falls Creek,1672,3.0023809523809524,-2.657142857142857,137.2
588,2020,4,Falls Creek,4208,1.9725000000000001,-2.5341463414634147,265.4
589,2020,5,Falls Creek,7199,2.8454545454545457,-1.2733333333333332,230.79999999999998
590,2020,6,Falls Creek,8741,2.4816326530612245,-2.68125,148.4
591,2020,7,Falls Creek,6964,4.575510204081632,-1.1770833333333333,94.4
592,2020,8,Falls Creek,3407,5.429166666666667,-1.0979166666666667,161.0
593,2020,9,Falls Creek,4837,0.748936170212766,-4.189795918367347,286.2
594,2020,10,Falls Creek,4869,3.5571428571428574,-0.4404255319148936,326.59999999999997
595,2020,11,Falls Creek,0,-1.0119047619047619,-3.8704545454545456,403.6
596,2020,12,Falls Creek,0,2.3926829268292686,-3.6214285714285714,92.0
597,2020,13,Falls Creek,0,5.492105263157894,-1.3390243902439023,16.8
598,2020,14,Falls Creek,0,8.48913043478261,1.4437499999999999,130.0
599,2020,15,Falls Creek,0,10.657142857142857,1.3857142857142857,0.0
600,2021,1,Falls Creek,8585,2.382608695652174,-1.7177777777777776,760.8000000000001
601,2021,2,Falls Creek,13114,2.1062499999999997,-2.216326530612245,126.2
602,2021,3,Falls Creek,24383,2.826530612244898,-1.5040816326530613,670.8
603,2021,4,Falls Creek,31297,1.2448979591836735,-2.4959183673469387,153.8
604,2021,5,Falls Creek,36763,2.6083333333333334,-2.836734693877551,30.4
605,2021,6,Falls Creek,14100,0.45111111111111113,-2.467391304347826,454.4
606,2021,7,Falls Creek,7500,0.1804878048780488,-3.8666666666666667,403.8
607,2021,8,Falls Creek,22133,1.3488372093023255,-2.4488372093023254,312.6
608,2021,9,Falls Creek,9250,2.3510204081632655,-2.230612244897959,155.2
609,2021,10,Falls Creek,14152,2.592857142857143,-1.7186046511627908,149.2
610,2021,11,Falls Creek,16893,3.8063829787234043,-0.5739130434782609,263.8
611,2021,12,Falls Creek,10746,2.126530612244898,-2.6122448979591835,168.0
612,2021,13,Falls Creek,7505,6.369387755102041,1.153061224489796,567.0
613,2021,14,Falls Creek,7698,5.491836734693878,-0.6448979591836734,54.400000000000006
614,2021,15,Falls Creek,5282,5.314285714285715,-3.457142857142857,0.8
615,2022,1,Falls Creek,16216,0.6673469387755102,-3.504081632653061,111.2
616,2022,2,Falls Creek,11828,2.8734693877551023,-1.5530612244897959,347.0
617,2022,3,Falls Creek,21374,2.475510204081633,-2.095918367346939,262.2
618,2022,4,Falls Creek,31895,3.187755102040816,-2.5387755102040814,29.0
619,2022,5,Falls Creek,36797,0.44693877551020406,-3.489795918367347,94.0
620,2022,6,Falls Creek,40770,0.23265306122448984,-5.16875,177.8
621,2022,7,Falls Creek,38308,3.3040816326530615,-1.3551020408163266,193.2
622,2022,8,Falls Creek,35915,1.6387755102040815,-3.316326530612245,355.6
623,2022,9,Falls Creek,39378,2.038095238095238,-2.2166666666666663,585.6
624,2022,10,Falls Creek,41541,2.1953488372093024,-1.769767441860465,333.2
625,2022,11,Falls Creek,44226,0.9653061224489795,-3.2204081632653065,531.6
626,2022,12,Falls Creek,44959,5.542553191489362,-0.9191489361702129,246.20000000000002
627,2022,13,Falls Creek,35811,4.602380952380953,-2.9857142857142858,44.8
628,2022,14,Falls Creek,30281,3.0404761904761903,-1.6619047619047618,337.2
629,2022,15,Falls Creek,26821,4.8,-0.5000000000000001,13.8
630,2023,1,Falls Creek,7332,1.9608695652173913,-1.6212765957446809,405.8
631,2023,2,Falls Creek,7029,0.8785714285714287,-2.9571428571428573,222.20000000000002
632,2023,3,Falls Creek,16737,-0.08571428571428572,-2.638095238095238,256.6
633,2023,4,Falls Creek,29896,3.204081632653061,-1.225,301.4
634,2023,5,Falls Creek,34384,1.9854166666666666,-1.5510204081632653,330.0
635,2023,6,Falls Creek,39352,3.9306122448979592,-1.6795918367346938,25.4
636,2023,7,Falls Creek,39492,4.385714285714286,-2.022448979591837,48.8
637,2023,8,Falls Creek,35667,4.663265306122449,0.32653061224489793,165.8
638,2023,9,Falls Creek,39490,5.258333333333334,-0.5693877551020408,195.6
639,2023,10,Falls Creek,43353,2.6,-3.0367346938775515,102.4
640,2023,11,Falls Creek,42005,5.020408163265306,-1.163265306122449,242.6
641,2023,12,Falls Creek,36988,6.555319148936171,0.9021739130434783,186.4
642,2023,13,Falls Creek,28811,8.584999999999999,-0.7878048780487804,96.6
643,2023,14,Falls Creek,22814,7.097142857142857,-0.537142857142857,240.8
644,2023,15,Falls Creek,16476,14.26,8.08,0.0
645,2024,1,Falls Creek,5511,2.8387755102040817,-2.3448979591836734,449.2
646,2024,2,Falls Creek,5506,1.76734693877551,-4.3244897959183675,33.0
647,2024,3,Falls Creek,6501,2.0673469387755103,-1.969387755102041,115.0
648,2024,4,Falls Creek,19666,2.0553191489361704,-4.2306122448979595,196.6
649,2024,5,Falls Creek,40093,3.4755555555555557,-1.0133333333333334,208.8
650,2024,6,Falls Creek,46620,-0.2276595744680851,-4.022448979591837,412.8
651,2024,7,Falls Creek,43349,1.9808510638297872,-1.9043478260869564,352.4
652,2024,8,Falls Creek,43812,2.272340425531915,-4.606521739130435,111.8
653,2024,9,Falls Creek,49697,3.1042553191489364,-2.2808510638297874,21.2
654,2024,10,Falls Creek,38756,6.84375,1.6978723404255318,120.80000000000001
655,2024,11,Falls Creek,38541,5.33125,0.6872340425531914,237.79999999999998
656,2024,12,Falls Creek,42101,4.3,0.24897959183673468,434.59999999999997
657,2024,13,Falls Creek,25252,6.597916666666666,-0.08367346938775509,254.20000000000002
658,2024,14,Falls Creek,17137,6.491836734693878,-0.30416666666666664,165.0
659,2024,15,Falls Creek,12950,1.4714285714285715,-6.442857142857143,66.8
660,2014,1,Mt. Buller,8296,5.022448979591837,-0.33877551020408164,236.2
661,2014,2,Mt. Buller,1987,4.683673469387755,-0.4408163265306122,125.39999999999999
662,2014,3,Mt. Buller,2413,0.3081632653061224,-2.5530612244897957,634.1999999999999
663,2014,4,Mt. Buller,18831,1.236734693877551,-2.363265306122449,301.2
664,2014,5,Mt. Buller,49217,-0.2,-3.516326530612245,257.0
665,2014,6,Mt. Buller,59693,0.14897959183673468,-3.6857142857142855,244.0
666,2014,7,Mt. Buller,45788,3.0367346938775515,-1.9428571428571428,104.2
667,2014,8,Mt. Buller,41720,0.8142857142857143,-2.9562500000000003,379.0
668,2014,9,Mt. Buller,48984,2.6367346938775507,-3.26734693877551,25.8
669,2014,10,Mt. Buller,47315,3.3877551020408165,-4.757142857142857,46.4
670,2014,11,Mt. Buller,43314,4.763265306122449,-1.2224489795918367,162.6
671,2014,12,Mt. Buller,41063,6.771428571428571,-0.4387755102040816,74.4
672,2014,13,Mt. Buller,41063,4.161224489795918,-2.522448979591837,153.0
673,2014,14,Mt. Buller,26222,5.793877551020408,0.05102040816326534,326.2
674,2014,15,Mt. Buller,11881,8.028571428571428,0.5571428571428572,0.0
675,2015,1,Mt. Buller,15612,7.557777777777778,-0.6391304347826087,67.8
676,2015,2,Mt. Buller,6592,3.2190476190476187,-1.576190476190476,241.0
677,2015,3,Mt. Buller,6648,7.2714285714285705,-0.5142857142857143,29.6
678,2015,4,Mt. Buller,18766,1.9976190476190478,-4.15,55.6
679,2015,5,Mt. Buller,38879,1.2666666666666668,-3.1891304347826086,313.6
680,2015,6,Mt. Buller,45629,-0.5857142857142857,-5.210204081632654,184.4
